,orig.ident,nCount_RNA,nFeature_RNA,RNA_snn_res.1,seurat_clusters,assign.ident,assign.score,Amp_batch,source,patient,assign.CIBERSORT,assign.curated,assign.level3_anno,assign.level1_anno
WMC292953_GSM3496430_AB4138_Tu,0,6291.0,1088,12,12,Plasma,2.8827375079550275,145,1,17,Plasma,Plasma,Plasma,0
WMC293808_GSM3496432_AB4140_Tu,0,1578.0,709,2,2,B,4.4137903050582095,147,1,17,B,B,B,0
WMC0034772_GSM3496370_AB3086_T,0,4584.0,1506,9,9,TMKI67,2.1419943291597425,85,1,29,TMKI67,TMKI67,TMKI67,0
WMC329280_GSM3496440_AB4233_Tu,0,3008.0,1336,5,5,Mono/Macro,3.5403363819401705,155,1,26,Mono/Macro,Mono/Macro,M1,0
WMC291707_GSM3496427_AB4135_Tu,0,6810.0,1483,10,10,TMKI67,3.9990709402858386,142,1,17,TMKI67,TMKI67,TMKI67,0
WMC0038848_GSM3496380_AB3096_T,0,2368.0,971,9,9,TMKI67,2.1419943291597425,95,1,29,TMKI67,TMKI67,TMKI67,0
W842420_GSM3496357_AB2912_Tumo,0,2399.0,908,9,9,TMKI67,2.1419943291597425,72,1,28,TMKI67,TMKI67,TMKI67,0
WMC0035133_GSM3496371_AB3087_T,0,1888.0,828,0,0,CD8Tex,3.0066744286892493,86,1,29,CD8Tex,CD8Tex,CD8Tex,0
WMC0038191_GSM3496379_AB3095_T,0,2418.0,1050,7,7,Mono/Macro,4.5137206227938425,94,1,29,Mono/Macro,Mono/Macro,Monocyte,0
WMC294271_GSM3496433_AB4141_Tu,0,3910.0,1392,5,5,Mono/Macro,3.5403363819401705,148,1,17,Mono/Macro,Mono/Macro,M1,0
W543568_GSM3496294_AB2098_Tumo,0,1155.0,668,1,1,CD8Tex,4.089338694095589,9,1,2,CD8Tex,CD8Tex,CD8Tex,0
W691223_GSM3496325_AB2511_Tumo,0,1626.0,764,1,1,CD8Tex,4.089338694095589,40,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC149388_GSM3496396_AB3755_Tu,0,8670.0,2179,17,17,Fibroblasts,0.911109777825356,111,1,16,Fibroblasts,Fibroblasts,Fibroblasts,1
W840359_GSM3496352_AB2907_Tumo,0,1953.0,824,6,6,CD8Tex,3.0350785138802134,67,1,28,CD8Tex,CD8Tex,CD8Tex,0
W844093_GSM3496362_AB2917_Tumo,0,4291.0,1571,1,1,CD8Tex,4.089338694095589,77,1,12,CD8Tex,CD8Tex,CD8Tex,0
W839926_GSM3496351_AB2906_Tumo,0,1495.0,557,0,0,CD8Tex,3.0066744286892493,66,1,28,CD8Tex,CD8Tex,CD8Tex,0
WMC627254_GSM3496466_AB5018_Tu,0,1857.0,801,1,1,CD8Tex,4.089338694095589,181,1,22,CD8Tex,CD8Tex,CD8Tex,0
W688539_GSM3496318_AB2504_Tumo,0,1885.0,820,1,1,CD8Tex,4.089338694095589,33,1,24,CD8Tex,CD8Tex,CD8Tex,0
W690653_GSM3496323_AB2509_Tumo,0,2699.0,963,2,2,B,4.4137903050582095,38,1,24,B,B,B,0
WMC626248_GSM3496463_AB5015_Tu,0,14675.0,3107,9,9,TMKI67,2.1419943291597425,178,1,22,TMKI67,TMKI67,TMKI67,0
WMC0035914_GSM3496373_AB3089_T,0,1546.0,627,2,2,B,4.4137903050582095,88,1,29,B,B,B,0
WMC625766_GSM3496462_AB5014_Tu,0,1460.0,560,0,0,CD8Tex,3.0066744286892493,177,1,22,CD8Tex,CD8Tex,CD8Tex,0
W463630_GSM3496287_AB1891_Tumo,0,2648.0,1051,4,4,Mono/Macro,5.045165456293893,2,1,14,Mono/Macro,Mono/Macro,Monocyte,0
WMC221831_GSM3496405_AB3945_Tu,0,1557.0,576,0,0,CD8Tex,3.0066744286892493,120,1,1,CD8Tex,CD8Tex,CD8Tex,0
WMC0109840_GSM3496388_AB3281_T,0,2308.0,706,4,4,Mono/Macro,5.045165456293893,103,1,13,Mono/Macro,Mono/Macro,Monocyte,0
W692804_GSM3496329_AB2515_Tumo,0,2021.0,866,6,6,CD8Tex,3.0350785138802134,44,1,24,CD8Tex,CD8Tex,CD8Tex,0
W686769_GSM3496313_AB2499_Tumo,0,1594.0,644,0,0,CD8Tex,3.0066744286892493,28,1,6,CD8Tex,CD8Tex,CD8Tex,0
WMC293527_GSM3496431_AB4139_Tu,0,1979.0,723,7,7,Mono/Macro,4.5137206227938425,146,1,17,Mono/Macro,Mono/Macro,Monocyte,0
W688571_GSM3496318_AB2504_Tumo,0,7083.0,2352,6,6,CD8Tex,3.0350785138802134,33,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC0036702_GSM3496375_AB3091_T,0,12963.0,1742,12,12,Plasma,2.8827375079550275,90,1,29,Plasma,Plasma,Plasma,0
WMC292469_GSM3496429_AB4137_Tu,0,4515.0,1702,10,10,TMKI67,3.9990709402858386,144,1,17,TMKI67,TMKI67,TMKI67,0
WMC329443_GSM3496440_AB4233_Tu,0,3109.0,1243,5,5,Mono/Macro,3.5403363819401705,155,1,26,Mono/Macro,Mono/Macro,M1,0
W702768_GSM3496336_AB2541_Tumo,0,1818.0,603,3,3,CD4Tconv,1.0945560605446019,51,1,4,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC627923_GSM3496467_AB5019_Tu,0,2964.0,1135,10,10,TMKI67,3.9990709402858386,182,1,22,TMKI67,TMKI67,TMKI67,0
W702821_GSM3496336_AB2541_Tumo,0,2305.0,744,0,0,CD8Tex,3.0066744286892493,51,1,4,CD8Tex,CD8Tex,CD8Tex,0
WMC293445_GSM3496431_AB4139_Tu,0,1052.0,532,2,2,B,4.4137903050582095,146,1,17,B,B,B,0
W851564_GSM3496365_AB2936_Tumo,0,4266.0,1280,18,18,Mono/Macro,1.7507389384025052,80,1,12,Mono/Macro,Mono/Macro,Monocyte,0
W841189_GSM3496354_AB2909_Tumo,0,1240.0,517,2,2,B,4.4137903050582095,69,1,28,B,B,B,0
WMC293669_GSM3496432_AB4140_Tu,0,7107.0,900,12,12,Plasma,2.8827375079550275,147,1,17,Plasma,Plasma,Plasma,0
WMC286561_GSM3496413_AB4121_Tu,0,1241.0,523,0,0,CD8Tex,3.0066744286892493,128,1,25,CD8Tex,CD8Tex,CD8Tex,0
W687303_GSM3496314_AB2500_Tumo,0,1369.0,502,2,2,B,4.4137903050582095,29,1,6,B,B,B,0
W693865_GSM3496331_AB2517_Tumo,0,2372.0,673,10,10,TMKI67,3.9990709402858386,46,1,24,TMKI67,TMKI67,TMKI67,0
WMC329975_GSM3496441_AB4234_Tu,0,4001.0,1473,5,5,Mono/Macro,3.5403363819401705,156,1,26,Mono/Macro,Mono/Macro,M1,0
W841789_GSM3496356_AB2911_Tumo,0,2580.0,1044,7,7,Mono/Macro,4.5137206227938425,71,1,28,Mono/Macro,Mono/Macro,Monocyte,0
W686258_GSM3496312_AB2498_Tumo,0,3259.0,895,3,3,CD4Tconv,1.0945560605446019,27,1,6,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC0036104_GSM3496373_AB3089_T,0,1375.0,695,1,1,CD8Tex,4.089338694095589,88,1,29,CD8Tex,CD8Tex,CD8Tex,0
WMC222258_GSM3496406_AB3946_Tu,0,1755.0,670,4,4,Mono/Macro,5.045165456293893,121,1,1,Mono/Macro,Mono/Macro,Monocyte,0
WMC286981_GSM3496414_AB4122_Tu,0,2206.0,811,0,0,CD8Tex,3.0066744286892493,129,1,25,CD8Tex,CD8Tex,CD8Tex,0
WMC696467_GSM3496476_AB5198_Tu,0,1300.0,500,0,0,CD8Tex,3.0066744286892493,191,1,23,CD8Tex,CD8Tex,CD8Tex,0
WMC624408_GSM3496458_AB5010_Tu,0,1482.0,537,9,9,TMKI67,2.1419943291597425,173,1,22,TMKI67,TMKI67,TMKI67,0
W462937_GSM3496286_AB1890_Tumo,0,1111.0,580,0,0,CD8Tex,3.0066744286892493,1,1,14,CD8Tex,CD8Tex,CD8Tex,0
W707699_GSM3496340_AB2553_Tumo,0,2434.0,1006,1,1,CD8Tex,4.089338694095589,55,1,4,CD8Tex,CD8Tex,CD8Tex,0
WMC693952_GSM3496469_AB5191_Tu,0,2875.0,598,9,9,TMKI67,2.1419943291597425,184,1,23,TMKI67,TMKI67,TMKI67,0
W692054_GSM3496327_AB2513_Tumo,0,2437.0,901,6,6,CD8Tex,3.0350785138802134,42,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC0110154_GSM3496389_AB3282_T,0,1717.0,571,9,9,TMKI67,2.1419943291597425,104,1,13,TMKI67,TMKI67,TMKI67,0
WMC289840_GSM3496422_AB4130_Tu,0,1193.0,568,1,1,CD8Tex,4.089338694095589,137,1,25,CD8Tex,CD8Tex,CD8Tex,0
WMC0035300_GSM3496371_AB3087_T,0,2127.0,885,3,3,CD4Tconv,1.0945560605446019,86,1,29,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC251342_GSM3496410_AB4030_Tu,0,3616.0,1172,11,11,pDC,2.9395231999772227,125,1,18,pDC,DC,DC,0
WMC251558_GSM3496410_AB4030_Tu,0,2832.0,972,4,4,Mono/Macro,5.045165456293893,125,1,18,Mono/Macro,Mono/Macro,Monocyte,0
W851361_GSM3496365_AB2936_Tumo,0,5500.0,980,18,18,Mono/Macro,1.7507389384025052,80,1,12,Mono/Macro,Mono/Macro,Monocyte,0
WMC626322_GSM3496463_AB5015_Tu,0,2138.0,660,4,4,Mono/Macro,5.045165456293893,178,1,22,Mono/Macro,Mono/Macro,Monocyte,0
WMC251586_GSM3496410_AB4030_Tu,0,4626.0,1371,11,11,pDC,2.9395231999772227,125,1,18,pDC,DC,DC,0
WMC287340_GSM3496415_AB4123_Tu,0,2244.0,760,0,0,CD8Tex,3.0066744286892493,130,1,25,CD8Tex,CD8Tex,CD8Tex,0
WMC287663_GSM3496416_AB4124_Tu,0,3028.0,1092,10,10,TMKI67,3.9990709402858386,131,1,25,TMKI67,TMKI67,TMKI67,0
W689689_GSM3496321_AB2507_Tumo,0,2633.0,1059,1,1,CD8Tex,4.089338694095589,36,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC289799_GSM3496422_AB4130_Tu,0,3249.0,1037,0,0,CD8Tex,3.0066744286892493,137,1,25,CD8Tex,CD8Tex,CD8Tex,0
W694262_GSM3496332_AB2518_Tumo,0,1815.0,657,1,1,CD8Tex,4.089338694095589,47,1,24,CD8Tex,CD8Tex,CD8Tex,0
W844697_GSM3496363_AB2918_Tumo,0,1233.0,520,8,8,CD8Tex,2.3728707457939557,78,1,12,CD8Tex,CD8Tex,CD8Tex,0
WMC624734_GSM3496459_AB5011_Tu,0,1449.0,528,9,9,TMKI67,2.1419943291597425,174,1,22,TMKI67,TMKI67,TMKI67,0
W692377_GSM3496328_AB2514_Tumo,0,2148.0,863,6,6,CD8Tex,3.0350785138802134,43,1,24,CD8Tex,CD8Tex,CD8Tex,0
W840449_GSM3496352_AB2907_Tumo,0,2225.0,935,6,6,CD8Tex,3.0350785138802134,67,1,28,CD8Tex,CD8Tex,CD8Tex,0
WMC0034896_GSM3496370_AB3086_T,0,1631.0,763,1,1,CD8Tex,4.089338694095589,85,1,29,CD8Tex,CD8Tex,CD8Tex,0
WMC135320_GSM3496392_AB3718_Tu,0,2236.0,697,3,3,CD4Tconv,1.0945560605446019,107,1,15,CD4Tconv,CD4Tconv,CD4Tnaive,0
W694090_GSM3496332_AB2518_Tumo,0,2428.0,916,10,10,TMKI67,3.9990709402858386,47,1,24,TMKI67,TMKI67,TMKI67,0
W687001_GSM3496314_AB2500_Tumo,0,1877.0,756,2,2,B,4.4137903050582095,29,1,6,B,B,B,0
WMC219645_GSM3496399_AB3939_Tu,0,1547.0,522,0,0,CD8Tex,3.0066744286892493,114,1,20,CD8Tex,CD8Tex,CD8Tex,0
W703581_GSM3496338_AB2543_Tumo,0,1409.0,599,0,0,CD8Tex,3.0066744286892493,53,1,3,CD8Tex,CD8Tex,CD8Tex,0
WMC331392_GSM3496445_AB4238_Tu,0,2022.0,960,5,5,Mono/Macro,3.5403363819401705,160,1,26,Mono/Macro,Mono/Macro,M1,0
WMC294529_GSM3496434_AB4142_Tu,0,2850.0,896,2,2,B,4.4137903050582095,149,1,17,B,B,B,0
WMC222148_GSM3496406_AB3946_Tu,0,1266.0,553,4,4,Mono/Macro,5.045165456293893,121,1,1,Mono/Macro,Mono/Macro,Monocyte,0
WMC623651_GSM3496456_AB5008_Tu,0,1845.0,727,1,1,CD8Tex,4.089338694095589,171,1,22,CD8Tex,CD8Tex,CD8Tex,0
W688420_GSM3496317_AB2503_Tumo,0,1383.0,519,3,3,CD4Tconv,1.0945560605446019,32,1,6,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC219402_GSM3496398_AB3938_Tu,0,4959.0,1815,16,16,Fibroblasts,0.5163241565316956,113,1,19,Fibroblasts,Fibroblasts,Fibroblasts,1
WMC292912_GSM3496430_AB4138_Tu,0,1376.0,686,2,2,B,4.4137903050582095,145,1,17,B,B,B,0
WMC696408_GSM3496476_AB5198_Tu,0,1760.0,507,0,0,CD8Tex,3.0066744286892493,191,1,23,CD8Tex,CD8Tex,CD8Tex,0
WMC251995_GSM3496411_AB4031_Tu,0,1422.0,534,3,3,CD4Tconv,1.0945560605446019,126,1,18,CD4Tconv,CD4Tconv,CD4Tnaive,0
W691036_GSM3496324_AB2510_Tumo,0,3107.0,1024,0,0,CD8Tex,3.0066744286892493,39,1,24,CD8Tex,CD8Tex,CD8Tex,0
W703574_GSM3496338_AB2543_Tumo,0,1460.0,607,0,0,CD8Tex,3.0066744286892493,53,1,3,CD8Tex,CD8Tex,CD8Tex,0
WMC218707_GSM3496397_AB3937_Tu,0,6829.0,1925,16,16,Fibroblasts,0.5163241565316956,112,1,19,Fibroblasts,Fibroblasts,Fibroblasts,1
W691604_GSM3496326_AB2512_Tumo,0,1496.0,579,1,1,CD8Tex,4.089338694095589,41,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC218751_GSM3496397_AB3937_Tu,0,9173.0,2604,16,16,Fibroblasts,0.5163241565316956,112,1,19,Fibroblasts,Fibroblasts,Fibroblasts,1
WMC0034921_GSM3496370_AB3086_T,0,3903.0,1325,9,9,TMKI67,2.1419943291597425,85,1,29,TMKI67,TMKI67,TMKI67,0
W543722_GSM3496294_AB2098_Tumo,0,1595.0,662,4,4,Mono/Macro,5.045165456293893,9,1,2,Mono/Macro,Mono/Macro,Monocyte,0
W542698_GSM3496292_AB2096_Tumo,0,2041.0,992,14,14,CD8T,1.0823108009977958,7,1,14,CD8T,CD8Tex,CD8Tex,0
WMC0110357_GSM3496390_AB3283_T,0,1470.0,595,0,0,CD8Tex,3.0066744286892493,105,1,13,CD8Tex,CD8Tex,CD8Tex,0
WMC379745_GSM3496452_AB4364_PB,0,1798.0,596,4,4,Mono/Macro,5.045165456293893,167,0,5,Mono/Macro,Mono/Macro,Monocyte,0
WMC627340_GSM3496466_AB5018_Tu,0,4238.0,1349,10,10,TMKI67,3.9990709402858386,181,1,22,TMKI67,TMKI67,TMKI67,0
W694036_GSM3496332_AB2518_Tumo,0,4557.0,1619,10,10,TMKI67,3.9990709402858386,47,1,24,TMKI67,TMKI67,TMKI67,0
WMC138061_GSM3496395_AB3726_Tu,0,4081.0,1439,4,4,Mono/Macro,5.045165456293893,110,1,16,Mono/Macro,Mono/Macro,Monocyte,0
W463873_GSM3496287_AB1891_Tumo,0,1088.0,523,5,5,Mono/Macro,3.5403363819401705,2,1,14,Mono/Macro,Mono/Macro,M1,0
WMC218880_GSM3496397_AB3937_Tu,0,1933.0,892,16,16,Fibroblasts,0.5163241565316956,112,1,19,Fibroblasts,Fibroblasts,Fibroblasts,1
W837828_GSM3496345_AB2900_Tumo,0,2315.0,919,0,0,CD8Tex,3.0066744286892493,60,1,28,CD8Tex,CD8Tex,CD8Tex,0
WMC331747_GSM3496446_AB4239_Tu,0,4195.0,1466,5,5,Mono/Macro,3.5403363819401705,161,1,26,Mono/Macro,Mono/Macro,M1,0
WMC624038_GSM3496457_AB5009_Tu,0,1285.0,522,1,1,CD8Tex,4.089338694095589,172,1,22,CD8Tex,CD8Tex,CD8Tex,0
W843995_GSM3496361_AB2916_Tumo,0,1870.0,562,0,0,CD8Tex,3.0066744286892493,76,1,12,CD8Tex,CD8Tex,CD8Tex,0
W851391_GSM3496365_AB2936_Tumo,0,6873.0,1892,11,11,pDC,2.9395231999772227,80,1,12,pDC,DC,DC,0
WMC624785_GSM3496459_AB5011_Tu,0,1708.0,711,9,9,TMKI67,2.1419943291597425,174,1,22,TMKI67,TMKI67,TMKI67,0
W542871_GSM3496292_AB2096_Tumo,0,3302.0,914,18,18,Mono/Macro,1.7507389384025052,7,1,14,Mono/Macro,Mono/Macro,Monocyte,0
W685197_GSM3496309_AB2495_Tumo,0,2082.0,650,2,2,B,4.4137903050582095,24,1,6,B,B,B,0
WMC137756_GSM3496394_AB3725_Tu,0,2800.0,1201,14,14,CD8T,1.0823108009977958,109,1,16,CD8T,CD8Tex,CD8Tex,0
WMC329556_GSM3496440_AB4233_Tu,0,3504.0,1387,5,5,Mono/Macro,3.5403363819401705,155,1,26,Mono/Macro,Mono/Macro,M1,0
W689572_GSM3496320_AB2506_Tumo,0,2225.0,962,1,1,CD8Tex,4.089338694095589,35,1,24,CD8Tex,CD8Tex,CD8Tex,0
W844022_GSM3496361_AB2916_Tumo,0,1567.0,724,0,0,CD8Tex,3.0066744286892493,76,1,12,CD8Tex,CD8Tex,CD8Tex,0
W839471_GSM3496350_AB2905_Tumo,0,1720.0,683,3,3,CD4Tconv,1.0945560605446019,65,1,8,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC293922_GSM3496433_AB4141_Tu,0,3464.0,1183,7,7,Mono/Macro,4.5137206227938425,148,1,17,Mono/Macro,Mono/Macro,Monocyte,0
WMC808822_GSM3496484_AB5490_PB,0,2516.0,794,3,3,CD4Tconv,1.0945560605446019,199,0,21,CD4Tconv,CD4Tconv,CD4Tnaive,0
W462807_GSM3496286_AB1890_Tumo,0,3280.0,1368,10,10,TMKI67,3.9990709402858386,1,1,14,TMKI67,TMKI67,TMKI67,0
W694343_GSM3496333_AB2519_Tumo,0,1991.0,815,1,1,CD8Tex,4.089338694095589,48,1,24,CD8Tex,CD8Tex,CD8Tex,0
W703859_GSM3496338_AB2543_Tumo,0,3085.0,929,9,9,TMKI67,2.1419943291597425,53,1,3,TMKI67,TMKI67,TMKI67,0
W845044_GSM3496364_AB2919_Tumo,0,1679.0,797,6,6,CD8Tex,3.0350785138802134,79,1,12,CD8Tex,CD8Tex,CD8Tex,0
W463530_GSM3496287_AB1891_Tumo,0,1761.0,843,4,4,Mono/Macro,5.045165456293893,2,1,14,Mono/Macro,Mono/Macro,Monocyte,0
W688733_GSM3496318_AB2504_Tumo,0,3132.0,1364,6,6,CD8Tex,3.0350785138802134,33,1,24,CD8Tex,CD8Tex,CD8Tex,0
W687823_GSM3496316_AB2502_Tumo,0,4376.0,1383,9,9,TMKI67,2.1419943291597425,31,1,6,TMKI67,TMKI67,TMKI67,0
WMC288225_GSM3496418_AB4126_Tu,0,24551.0,2688,12,12,Plasma,2.8827375079550275,133,1,25,Plasma,Plasma,Plasma,0
WMC0108893_GSM3496386_AB3279_T,0,2719.0,891,0,0,CD8Tex,3.0066744286892493,101,1,13,CD8Tex,CD8Tex,CD8Tex,0
WMC0110888_GSM3496391_AB3284_T,0,18672.0,3005,19,19,Fibroblasts,0.7993594823534205,106,1,13,Fibroblasts,Fibroblasts,Fibroblasts,1
W694958_GSM3496334_AB2520_Tumo,0,1359.0,550,1,1,CD8Tex,4.089338694095589,49,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC0108005_GSM3496383_AB3276_T,0,1721.0,594,2,2,B,4.4137903050582095,98,1,0,B,B,B,0
WMC293530_GSM3496431_AB4139_Tu,0,3496.0,757,12,12,Plasma,2.8827375079550275,146,1,17,Plasma,Plasma,Plasma,0
W686199_GSM3496311_AB2497_Tumo,0,1781.0,892,6,6,CD8Tex,3.0350785138802134,26,1,6,CD8Tex,CD8Tex,CD8Tex,0
WMC328978_GSM3496439_AB4232_Tu,0,1424.0,714,5,5,Mono/Macro,3.5403363819401705,154,1,26,Mono/Macro,Mono/Macro,M1,0
W843403_GSM3496360_AB2915_Tumo,0,1326.0,520,3,3,CD4Tconv,1.0945560605446019,75,1,12,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC138166_GSM3496395_AB3726_Tu,0,9232.0,2425,11,11,pDC,2.9395231999772227,110,1,16,pDC,DC,DC,0
W841415_GSM3496355_AB2910_Tumo,0,10774.0,1690,12,12,Plasma,2.8827375079550275,70,1,28,Plasma,Plasma,Plasma,0
WMC331745_GSM3496446_AB4239_Tu,0,2441.0,1073,5,5,Mono/Macro,3.5403363819401705,161,1,26,Mono/Macro,Mono/Macro,M1,0
W843574_GSM3496360_AB2915_Tumo,0,1366.0,600,6,6,CD8Tex,3.0350785138802134,75,1,12,CD8Tex,CD8Tex,CD8Tex,0
WMC626441_GSM3496463_AB5015_Tu,0,5863.0,1632,9,9,TMKI67,2.1419943291597425,178,1,22,TMKI67,TMKI67,TMKI67,0
W463834_GSM3496287_AB1891_Tumo,0,2887.0,1208,5,5,Mono/Macro,3.5403363819401705,2,1,14,Mono/Macro,Mono/Macro,M1,0
W841863_GSM3496356_AB2911_Tumo,0,13199.0,1502,12,12,Plasma,2.8827375079550275,71,1,28,Plasma,Plasma,Plasma,0
W714243_GSM3496341_AB2570_Tumo,0,3044.0,868,4,4,Mono/Macro,5.045165456293893,56,1,4,Mono/Macro,Mono/Macro,Monocyte,0
WMC627759_GSM3496467_AB5019_Tu,0,1421.0,587,1,1,CD8Tex,4.089338694095589,182,1,22,CD8Tex,CD8Tex,CD8Tex,0
W871981_GSM3496366_AB2989_Tumo,0,4368.0,1569,11,11,pDC,2.9395231999772227,81,1,12,pDC,DC,DC,0
W703514_GSM3496338_AB2543_Tumo,0,1270.0,509,0,0,CD8Tex,3.0066744286892493,53,1,3,CD8Tex,CD8Tex,CD8Tex,0
W690521_GSM3496323_AB2509_Tumo,0,1236.0,569,8,8,CD8Tex,2.3728707457939557,38,1,24,CD8Tex,CD8Tex,CD8Tex,0
W685767_GSM3496310_AB2496_Tumo,0,1559.0,530,2,2,B,4.4137903050582095,25,1,6,B,B,B,0
WMC219388_GSM3496398_AB3938_Tu,0,8680.0,2496,16,16,Fibroblasts,0.5163241565316956,113,1,19,Fibroblasts,Fibroblasts,Fibroblasts,1
WMC623564_GSM3496456_AB5008_Tu,0,2283.0,907,10,10,TMKI67,3.9990709402858386,171,1,22,TMKI67,TMKI67,TMKI67,0
W542144_GSM3496290_AB2094_Tumo,0,3356.0,519,3,3,CD4Tconv,1.0945560605446019,5,1,14,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC810295_GSM3496488_AB5494_PB,0,2503.0,653,3,3,CD4Tconv,1.0945560605446019,203,0,21,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC809202_GSM3496485_AB5491_PB,0,3172.0,934,4,4,Mono/Macro,5.045165456293893,200,0,21,Mono/Macro,Mono/Macro,Monocyte,0
WMC292401_GSM3496429_AB4137_Tu,0,2244.0,914,0,0,CD8Tex,3.0066744286892493,144,1,17,CD8Tex,CD8Tex,CD8Tex,0
WMC809583_GSM3496486_AB5492_PB,0,2295.0,619,3,3,CD4Tconv,1.0945560605446019,201,0,21,CD4Tconv,CD4Tconv,CD4Tnaive,0
W703385_GSM3496337_AB2542_Tumo,0,3618.0,1415,9,9,TMKI67,2.1419943291597425,52,1,4,TMKI67,TMKI67,TMKI67,0
WMC0035217_GSM3496371_AB3087_T,0,4194.0,1363,3,3,CD4Tconv,1.0945560605446019,86,1,29,CD4Tconv,CD4Tconv,CD4Tnaive,0
W693550_GSM3496331_AB2517_Tumo,0,2840.0,870,4,4,Mono/Macro,5.045165456293893,46,1,24,Mono/Macro,Mono/Macro,Monocyte,0
WMC0035665_GSM3496372_AB3088_T,0,1870.0,845,0,0,CD8Tex,3.0066744286892493,87,1,29,CD8Tex,CD8Tex,CD8Tex,0
WMC288252_GSM3496418_AB4126_Tu,0,1837.0,689,2,2,B,4.4137903050582095,133,1,25,B,B,B,0
WMC0038646_GSM3496380_AB3096_T,0,1229.0,548,3,3,CD4Tconv,1.0945560605446019,95,1,29,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC0038580_GSM3496380_AB3096_T,0,1303.0,668,8,8,CD8Tex,2.3728707457939557,95,1,29,CD8Tex,CD8Tex,CD8Tex,0
W685204_GSM3496309_AB2495_Tumo,0,1624.0,564,2,2,B,4.4137903050582095,24,1,6,B,B,B,0
WMC290600_GSM3496424_AB4132_Tu,0,1764.0,687,4,4,Mono/Macro,5.045165456293893,139,1,25,Mono/Macro,Mono/Macro,Monocyte,0
W685425_GSM3496309_AB2495_Tumo,0,2311.0,699,2,2,B,4.4137903050582095,24,1,6,B,B,B,0
WMC0035818_GSM3496372_AB3088_T,0,1412.0,634,3,3,CD4Tconv,1.0945560605446019,87,1,29,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC696926_GSM3496477_AB5199_Tu,0,2267.0,613,0,0,CD8Tex,3.0066744286892493,192,1,23,CD8Tex,CD8Tex,CD8Tex,0
W688677_GSM3496318_AB2504_Tumo,0,2321.0,1043,1,1,CD8Tex,4.089338694095589,33,1,24,CD8Tex,CD8Tex,CD8Tex,0
W692617_GSM3496328_AB2514_Tumo,0,2765.0,953,0,0,CD8Tex,3.0066744286892493,43,1,24,CD8Tex,CD8Tex,CD8Tex,0
W707634_GSM3496340_AB2553_Tumo,0,3349.0,1213,4,4,Mono/Macro,5.045165456293893,55,1,4,Mono/Macro,Mono/Macro,Monocyte,0
W840768_GSM3496353_AB2908_Tumo,0,1225.0,516,7,7,Mono/Macro,4.5137206227938425,68,1,28,Mono/Macro,Mono/Macro,Monocyte,0
WMC0036572_GSM3496374_AB3090_T,0,27479.0,2574,12,12,Plasma,2.8827375079550275,89,1,29,Plasma,Plasma,Plasma,0
WMC0037669_GSM3496377_AB3093_T,0,1279.0,592,2,2,B,4.4137903050582095,92,1,29,B,B,B,0
WMC623523_GSM3496456_AB5008_Tu,0,1502.0,631,10,10,TMKI67,3.9990709402858386,171,1,22,TMKI67,TMKI67,TMKI67,0
W542840_GSM3496292_AB2096_Tumo,0,1338.0,673,0,0,CD8Tex,3.0066744286892493,7,1,14,CD8Tex,CD8Tex,CD8Tex,0
W844385_GSM3496362_AB2917_Tumo,0,1617.0,585,14,14,CD8T,1.0823108009977958,77,1,12,CD8T,CD8Tex,CD8Tex,0
WMC330713_GSM3496443_AB4236_Tu,0,2271.0,804,1,1,CD8Tex,4.089338694095589,158,1,26,CD8Tex,CD8Tex,CD8Tex,0
WMC0035368_GSM3496371_AB3087_T,0,1127.0,541,0,0,CD8Tex,3.0066744286892493,86,1,29,CD8Tex,CD8Tex,CD8Tex,0
WMC380761_GSM3496455_AB4367_PB,0,1533.0,536,2,2,B,4.4137903050582095,170,0,5,B,B,B,0
W837921_GSM3496346_AB2901_Tumo,0,3106.0,795,3,3,CD4Tconv,1.0945560605446019,61,1,10,CD4Tconv,CD4Tconv,CD4Tnaive,0
W840556_GSM3496352_AB2907_Tumo,0,1360.0,549,6,6,CD8Tex,3.0350785138802134,67,1,28,CD8Tex,CD8Tex,CD8Tex,0
WMC808532_GSM3496484_AB5490_PB,0,3434.0,1022,3,3,CD4Tconv,1.0945560605446019,199,0,21,CD4Tconv,CD4Tconv,CD4Tnaive,0
W543598_GSM3496294_AB2098_Tumo,0,2575.0,1397,0,0,CD8Tex,3.0066744286892493,9,1,2,CD8Tex,CD8Tex,CD8Tex,0
